age,job,marital,education,default,housing,loan,contact,campaign,poutcome,y
32,technician,married,secondary,no,yes,no,cellular,6,success,yes
42,blue-collar,divorced,primary,no,yes,no,cellular,2,failure,yes
28,blue-collar,single,primary,no,yes,no,cellular,1,other,no
40,management,married,tertiary,no,no,no,telephone,1,other,no
39,technician,married,secondary,no,yes,no,cellular,3,failure,no
42,admin.,divorced,secondary,no,no,no,cellular,1,failure,yes
57,retired,married,secondary,no,no,no,cellular,2,success,yes
31,management,married,tertiary,no,yes,no,cellular,3,other,yes
56,management,single,primary,no,no,yes,telephone,1,other,no
46,services,married,secondary,no,no,no,cellular,1,other,yes
39,blue-collar,married,primary,no,yes,no,cellular,2,other,no
49,technician,single,secondary,no,yes,no,cellular,1,failure,yes
42,unemployed,married,primary,yes,yes,no,cellular,1,failure,no
29,blue-collar,married,secondary,no,yes,no,cellular,2,failure,yes
83,retired,married,secondary,no,no,no,telephone,2,failure,yes
39,blue-collar,single,secondary,no,yes,no,cellular,1,failure,no
31,management,single,tertiary,no,no,no,cellular,2,failure,no
31,management,single,tertiary,no,no,no,cellular,1,failure,no
42,technician,married,secondary,no,no,no,cellular,2,failure,no
60,housemaid,divorced,secondary,no,no,no,cellular,1,failure,no
31,management,single,tertiary,no,yes,no,cellular,1,other,no
36,services,married,secondary,no,yes,no,cellular,1,other,no
37,management,married,tertiary,no,no,no,cellular,1,success,yes
32,admin.,single,secondary,no,yes,no,cellular,1,failure,yes
34,technician,single,secondary,no,no,no,cellular,3,success,yes
34,admin.,married,tertiary,no,yes,yes,cellular,2,failure,no
42,blue-collar,single,secondary,no,yes,yes,cellular,3,failure,yes
48,blue-collar,married,secondary,no,yes,no,telephone,5,success,yes
50,self-employed,married,secondary,no,yes,yes,cellular,2,failure,yes
52,blue-collar,married,secondary,no,no,yes,cellular,1,success,no
29,technician,single,secondary,no,no,no,cellular,2,success,no
35,unemployed,married,secondary,no,no,no,cellular,2,success,yes
57,services,married,secondary,no,yes,no,telephone,7,failure,no
42,management,married,tertiary,no,no,no,cellular,1,failure,no
53,management,married,tertiary,no,no,no,cellular,4,success,yes
38,admin.,married,secondary,no,yes,no,cellular,1,success,yes
53,management,married,tertiary,no,no,no,cellular,3,success,yes
40,technician,single,tertiary,no,yes,no,cellular,2,success,yes
32,services,married,secondary,no,yes,no,cellular,1,failure,no
57,admin.,married,secondary,no,yes,no,cellular,2,other,no
39,management,divorced,tertiary,no,yes,no,cellular,2,failure,yes
28,technician,married,secondary,no,yes,yes,cellular,1,failure,no
35,services,married,secondary,no,no,yes,cellular,2,success,no
33,management,single,tertiary,no,no,yes,cellular,3,failure,no
63,housemaid,married,tertiary,no,no,no,cellular,2,success,no
70,retired,married,primary,no,no,no,cellular,1,success,yes
80,retired,married,secondary,no,no,no,telephone,3,success,no
50,management,married,tertiary,no,yes,no,cellular,1,failure,no
54,blue-collar,married,secondary,no,yes,no,cellular,4,failure,yes
44,blue-collar,married,primary,no,yes,yes,cellular,1,failure,no
42,unemployed,married,secondary,no,no,no,cellular,4,failure,yes
32,blue-collar,married,secondary,no,yes,no,cellular,1,failure,no
37,unemployed,single,tertiary,no,yes,no,cellular,2,failure,yes
52,management,married,tertiary,no,no,no,cellular,1,failure,yes
45,blue-collar,married,primary,no,yes,no,cellular,1,failure,no
28,self-employed,single,tertiary,no,no,no,cellular,1,failure,yes
53,technician,married,secondary,no,yes,no,telephone,3,success,yes
58,housemaid,married,primary,no,yes,no,telephone,5,failure,no
34,admin.,married,secondary,no,yes,no,cellular,4,failure,no
39,services,single,primary,no,yes,no,cellular,4,failure,no
38,admin.,single,secondary,no,no,no,cellular,2,success,yes
38,blue-collar,single,secondary,no,yes,no,cellular,4,failure,no
60,housemaid,married,secondary,no,no,no,telephone,1,success,no
61,management,married,tertiary,no,yes,yes,cellular,1,failure,no
30,technician,married,secondary,no,yes,yes,cellular,1,failure,no
33,blue-collar,married,secondary,no,yes,no,cellular,1,other,yes
59,blue-collar,married,primary,no,yes,no,cellular,1,failure,no
42,admin.,married,secondary,no,yes,no,cellular,1,failure,yes
31,self-employed,married,tertiary,no,no,no,cellular,2,success,yes
40,blue-collar,married,secondary,no,yes,no,cellular,2,failure,no
39,blue-collar,married,secondary,no,yes,no,cellular,12,other,no
29,services,married,primary,no,yes,no,cellular,1,failure,no
47,technician,divorced,secondary,no,no,no,cellular,1,failure,yes
32,services,married,secondary,no,yes,no,cellular,2,failure,yes
42,management,single,tertiary,no,yes,no,cellular,3,other,no
27,unemployed,single,secondary,no,no,no,cellular,1,other,yes
49,technician,married,tertiary,no,yes,no,cellular,1,failure,yes
42,blue-collar,married,secondary,no,yes,no,cellular,2,success,no
39,technician,married,secondary,no,no,yes,cellular,2,failure,no
44,technician,divorced,secondary,no,no,no,cellular,1,success,yes
48,housemaid,married,tertiary,no,no,no,cellular,2,success,yes
76,retired,married,primary,no,no,no,cellular,2,failure,no
35,admin.,single,secondary,no,yes,no,cellular,4,failure,no
39,management,divorced,tertiary,no,no,no,cellular,2,success,yes
37,management,single,tertiary,no,yes,no,cellular,1,failure,yes
34,management,married,tertiary,no,no,no,cellular,1,success,no
31,technician,married,secondary,no,no,no,cellular,2,failure,no
47,blue-collar,married,secondary,no,yes,no,cellular,1,other,yes
43,services,married,primary,no,yes,no,telephone,3,success,yes
35,management,divorced,tertiary,no,no,no,cellular,2,success,yes
25,student,single,secondary,no,yes,no,cellular,1,failure,no
48,management,married,tertiary,no,no,no,telephone,2,failure,yes
26,admin.,married,secondary,no,no,no,cellular,1,failure,yes
32,blue-collar,married,secondary,no,yes,no,cellular,4,failure,yes
49,management,married,tertiary,no,yes,no,cellular,5,other,yes
58,management,married,tertiary,no,no,no,telephone,2,failure,yes
30,management,single,tertiary,no,no,no,cellular,4,other,yes
32,admin.,married,secondary,no,yes,no,cellular,2,other,no
54,management,married,tertiary,no,no,no,telephone,5,other,yes
42,technician,single,secondary,no,no,no,cellular,1,failure,no
36,blue-collar,married,primary,no,yes,no,cellular,2,failure,yes
31,technician,single,secondary,no,yes,no,cellular,1,other,no
34,technician,married,secondary,no,yes,no,cellular,4,other,no
37,technician,married,secondary,no,yes,yes,cellular,4,failure,no
31,blue-collar,married,secondary,no,yes,yes,cellular,1,failure,no
58,self-employed,married,secondary,no,yes,no,telephone,3,failure,no
46,management,married,tertiary,no,yes,yes,cellular,2,other,no
33,blue-collar,married,primary,no,yes,yes,cellular,1,failure,no
49,admin.,married,secondary,no,yes,no,cellular,1,other,no
56,blue-collar,married,secondary,no,yes,yes,cellular,1,other,yes
37,management,single,tertiary,no,no,no,cellular,1,other,no
32,blue-collar,married,secondary,no,yes,no,cellular,1,failure,yes
34,management,married,tertiary,no,yes,no,cellular,8,other,no
36,technician,single,secondary,no,yes,no,cellular,2,failure,yes
33,services,single,secondary,no,yes,no,cellular,1,failure,no
55,unemployed,divorced,secondary,no,no,no,cellular,1,success,yes
33,services,married,secondary,no,yes,yes,cellular,2,failure,no
67,retired,divorced,secondary,no,no,no,cellular,2,success,no
54,unemployed,divorced,secondary,no,no,no,cellular,1,success,no
56,management,married,primary,no,no,no,cellular,1,success,yes
63,retired,married,secondary,no,no,no,cellular,2,success,no
52,unemployed,married,secondary,no,no,no,cellular,3,failure,no
50,management,married,tertiary,no,no,no,cellular,2,other,yes
33,management,single,tertiary,no,no,no,cellular,1,other,no
36,management,married,tertiary,no,yes,no,telephone,1,failure,yes
32,blue-collar,married,secondary,no,yes,no,cellular,1,failure,no
47,management,married,tertiary,no,no,no,cellular,1,failure,yes
60,management,married,tertiary,no,no,no,cellular,1,success,no
78,retired,divorced,primary,no,no,no,telephone,3,other,no
51,management,married,tertiary,no,no,no,cellular,1,success,yes
31,blue-collar,single,secondary,no,no,no,cellular,2,other,no
61,retired,married,secondary,no,no,no,cellular,2,failure,no
44,admin.,single,secondary,no,no,no,cellular,1,other,yes
33,management,married,secondary,no,yes,no,cellular,1,failure,yes
55,management,divorced,tertiary,no,yes,yes,telephone,5,success,no
41,self-employed,married,secondary,no,yes,no,cellular,2,other,yes
26,management,married,tertiary,no,yes,yes,cellular,2,failure,yes
43,admin.,single,secondary,no,no,no,cellular,1,success,yes
60,management,married,secondary,no,no,no,telephone,2,failure,no
32,student,single,tertiary,no,no,no,cellular,3,success,no
69,technician,married,tertiary,no,no,no,cellular,1,failure,yes
32,technician,married,tertiary,no,yes,yes,cellular,1,failure,no
54,blue-collar,married,secondary,no,no,no,telephone,7,other,no
33,management,married,tertiary,no,yes,no,cellular,1,failure,no
65,entrepreneur,married,tertiary,no,no,no,telephone,1,success,no
36,management,married,tertiary,no,no,no,cellular,3,success,no
44,entrepreneur,married,secondary,no,yes,yes,cellular,2,failure,no
29,self-employed,single,tertiary,no,no,no,cellular,1,success,yes
32,management,married,tertiary,no,no,no,cellular,2,failure,no
77,retired,married,tertiary,no,no,no,telephone,1,success,yes
56,management,married,secondary,no,no,no,cellular,6,failure,no
41,technician,single,tertiary,no,no,no,cellular,1,failure,yes
37,technician,single,tertiary,no,no,no,cellular,2,failure,yes
27,technician,single,tertiary,no,no,no,cellular,2,success,yes
31,student,single,secondary,no,no,no,cellular,1,other,yes
53,admin.,married,secondary,no,no,no,cellular,6,success,no
36,admin.,single,secondary,no,yes,yes,telephone,1,failure,no
34,management,married,tertiary,no,no,no,cellular,1,success,no
48,unemployed,married,secondary,no,yes,yes,cellular,2,failure,no
82,housemaid,divorced,primary,no,no,no,cellular,3,failure,no
58,retired,divorced,primary,no,yes,no,cellular,2,failure,no
41,technician,single,primary,no,yes,no,cellular,1,failure,no
77,retired,married,secondary,no,no,no,telephone,2,success,no
26,technician,single,secondary,no,yes,no,cellular,1,other,yes
46,management,married,tertiary,no,no,no,cellular,2,success,yes
40,admin.,single,secondary,no,yes,no,cellular,3,failure,yes
47,management,married,tertiary,no,no,no,cellular,3,failure,no
79,retired,married,primary,no,no,no,telephone,1,success,no
30,admin.,single,secondary,yes,yes,no,cellular,1,failure,no
60,retired,single,tertiary,no,yes,no,cellular,5,other,yes
41,blue-collar,single,primary,no,no,no,cellular,3,other,no
32,technician,single,tertiary,no,yes,yes,cellular,1,failure,no
31,technician,single,secondary,no,yes,no,cellular,3,failure,no
31,management,single,tertiary,no,no,no,cellular,2,success,yes
32,services,single,secondary,no,yes,no,telephone,2,failure,yes
35,management,single,tertiary,no,yes,no,cellular,1,success,yes
48,management,single,tertiary,no,yes,no,cellular,2,success,no
67,retired,married,tertiary,no,no,no,cellular,2,success,no
32,services,single,secondary,no,no,no,cellular,1,failure,no
44,blue-collar,married,secondary,no,yes,no,cellular,2,failure,no
42,blue-collar,married,primary,no,yes,no,cellular,1,failure,no
60,technician,married,secondary,no,no,no,cellular,2,success,yes
75,retired,married,primary,no,no,no,cellular,2,success,no
35,management,single,tertiary,no,no,no,cellular,2,other,yes
35,management,married,tertiary,no,yes,no,cellular,1,other,no
36,blue-collar,married,secondary,no,no,yes,cellular,2,failure,no
54,technician,married,secondary,no,no,no,cellular,1,success,yes
51,blue-collar,married,primary,no,yes,no,cellular,1,failure,no
39,admin.,single,secondary,no,yes,no,cellular,2,failure,yes
56,technician,single,tertiary,no,no,no,cellular,2,failure,yes
55,management,divorced,tertiary,no,yes,no,cellular,2,other,yes
33,blue-collar,single,secondary,no,no,no,cellular,1,other,no
20,student,single,secondary,no,no,no,cellular,1,success,no
42,technician,married,secondary,no,no,no,cellular,2,failure,no
32,technician,married,tertiary,no,yes,no,cellular,1,failure,yes
52,unemployed,married,secondary,no,no,no,cellular,1,success,yes
35,blue-collar,married,secondary,no,yes,yes,cellular,8,failure,no
48,management,divorced,secondary,no,no,yes,cellular,2,other,yes
35,blue-collar,married,secondary,no,yes,yes,cellular,7,failure,yes
51,management,married,tertiary,no,no,no,cellular,1,success,yes
45,admin.,married,tertiary,no,no,no,cellular,1,failure,yes
31,blue-collar,married,primary,no,yes,no,cellular,1,other,no
80,retired,married,primary,no,no,no,cellular,2,success,no
52,technician,married,secondary,no,yes,yes,cellular,1,success,yes
48,management,married,secondary,no,no,no,cellular,1,success,yes
31,blue-collar,married,secondary,no,yes,no,cellular,2,failure,no
27,student,single,secondary,no,no,no,cellular,1,failure,yes
40,technician,single,tertiary,no,yes,no,cellular,1,failure,yes
47,blue-collar,married,secondary,no,yes,no,cellular,3,success,yes
23,student,single,secondary,no,no,no,cellular,2,failure,yes
40,admin.,single,secondary,no,yes,no,cellular,2,failure,no
67,retired,married,secondary,no,no,no,cellular,1,success,yes
24,student,single,secondary,no,no,no,cellular,1,success,yes
42,services,married,secondary,no,yes,no,telephone,5,other,no
34,technician,married,secondary,no,yes,no,cellular,1,success,yes
30,blue-collar,married,primary,no,yes,yes,cellular,2,failure,no
58,admin.,married,secondary,no,no,no,cellular,3,success,yes
84,retired,married,tertiary,no,no,no,telephone,1,failure,yes
33,management,single,tertiary,no,yes,no,cellular,1,other,no
40,management,single,tertiary,no,yes,no,cellular,2,failure,yes
46,admin.,married,secondary,no,yes,no,cellular,1,other,yes
54,admin.,married,secondary,no,yes,no,telephone,1,failure,no
43,blue-collar,divorced,secondary,no,yes,yes,cellular,3,other,no
24,student,single,primary,no,no,no,cellular,1,success,yes
46,blue-collar,married,primary,no,yes,no,cellular,2,success,no
29,admin.,married,secondary,no,no,yes,cellular,1,failure,no
48,management,married,tertiary,no,yes,no,cellular,2,failure,yes
50,housemaid,married,secondary,no,yes,no,cellular,1,failure,no
61,retired,married,primary,no,no,no,cellular,1,failure,no
33,self-employed,married,tertiary,no,no,no,cellular,1,failure,no
37,services,single,secondary,no,yes,no,cellular,1,failure,no
46,admin.,divorced,secondary,no,yes,no,cellular,4,failure,yes
27,blue-collar,single,secondary,no,no,no,cellular,1,success,yes
31,technician,married,tertiary,no,no,yes,cellular,1,other,yes
52,blue-collar,divorced,primary,no,no,no,cellular,1,other,no
37,admin.,divorced,tertiary,no,no,no,cellular,1,success,yes
33,self-employed,single,tertiary,no,yes,no,cellular,2,failure,no
35,management,single,secondary,no,yes,no,cellular,5,failure,no
48,admin.,divorced,secondary,no,no,no,cellular,1,other,yes
54,retired,divorced,tertiary,no,yes,no,cellular,2,failure,no
34,admin.,married,secondary,no,yes,no,cellular,2,success,no
58,admin.,single,secondary,no,no,no,cellular,2,success,no
52,admin.,divorced,secondary,no,yes,no,cellular,1,success,yes
35,admin.,married,secondary,no,yes,no,cellular,1,failure,yes
41,technician,single,tertiary,no,yes,no,cellular,1,failure,no
45,admin.,married,secondary,no,no,no,cellular,1,success,yes
54,technician,married,secondary,no,no,yes,cellular,1,failure,yes
40,management,married,primary,no,yes,yes,cellular,2,failure,no
23,services,single,secondary,no,no,no,cellular,1,success,yes
26,technician,single,tertiary,no,no,no,cellular,1,success,no
22,student,single,tertiary,no,no,no,cellular,5,success,yes
29,student,single,secondary,no,yes,no,cellular,1,success,yes
31,management,married,secondary,no,yes,no,cellular,1,failure,yes
30,technician,single,secondary,no,yes,no,telephone,2,other,no
35,unemployed,single,tertiary,no,no,no,cellular,1,failure,yes
36,management,married,tertiary,no,no,no,cellular,3,success,yes
55,technician,married,secondary,no,yes,yes,cellular,1,success,yes
81,retired,divorced,primary,no,no,no,cellular,2,other,no
39,technician,single,secondary,no,yes,no,cellular,1,failure,yes
36,services,married,secondary,no,no,no,cellular,2,success,yes
38,admin.,single,secondary,no,no,no,cellular,2,failure,yes
35,management,married,tertiary,no,yes,no,cellular,4,failure,no
44,technician,married,secondary,no,yes,yes,cellular,1,failure,yes
32,blue-collar,married,secondary,no,no,no,cellular,2,failure,yes
47,technician,married,secondary,no,yes,no,cellular,1,success,no
36,unemployed,married,tertiary,no,yes,no,cellular,4,failure,no
36,student,single,tertiary,no,no,no,cellular,1,success,yes
36,services,married,secondary,no,no,no,cellular,1,success,yes
31,management,married,tertiary,no,yes,no,cellular,2,failure,no
32,admin.,single,secondary,no,no,no,cellular,1,failure,no
29,student,single,secondary,no,no,no,cellular,1,success,no
26,management,single,tertiary,no,no,no,cellular,1,success,no
33,services,single,secondary,no,no,no,cellular,2,success,yes
27,entrepreneur,single,tertiary,no,no,no,cellular,1,failure,yes
55,self-employed,married,secondary,no,yes,no,telephone,5,other,no
43,management,married,tertiary,no,yes,no,cellular,1,failure,no
27,student,single,tertiary,no,yes,no,cellular,1,success,yes
33,technician,single,tertiary,no,yes,no,cellular,1,success,no
31,blue-collar,married,secondary,no,yes,yes,cellular,1,failure,no
39,entrepreneur,married,secondary,no,yes,no,cellular,4,failure,yes
22,student,single,secondary,no,yes,no,cellular,2,other,no
25,management,single,tertiary,no,yes,no,cellular,4,failure,no
29,blue-collar,single,secondary,no,yes,no,cellular,1,other,yes
36,management,married,tertiary,no,no,no,cellular,6,success,yes
34,technician,married,secondary,no,no,no,cellular,3,success,yes
33,technician,married,secondary,no,yes,no,cellular,1,other,no
40,unemployed,single,secondary,no,no,no,cellular,1,other,yes
46,self-employed,single,secondary,no,no,no,cellular,1,success,yes
50,technician,married,tertiary,no,no,no,cellular,2,failure,yes
38,admin.,married,secondary,no,no,no,cellular,2,failure,yes
28,technician,single,tertiary,no,yes,no,cellular,1,failure,yes
37,admin.,single,secondary,no,yes,no,cellular,3,failure,yes
52,management,married,tertiary,no,no,no,cellular,4,failure,no
27,technician,single,tertiary,no,yes,no,cellular,3,failure,yes
40,management,married,tertiary,no,yes,no,cellular,5,failure,no
42,management,married,primary,no,yes,no,cellular,2,success,yes
34,management,married,tertiary,no,yes,no,cellular,2,failure,yes
36,blue-collar,married,secondary,no,yes,no,cellular,2,other,no
42,blue-collar,married,secondary,no,yes,no,telephone,7,failure,no
55,services,married,secondary,no,yes,yes,cellular,2,failure,no
32,blue-collar,married,primary,no,no,no,cellular,1,failure,yes
39,management,single,tertiary,no,yes,no,cellular,1,failure,yes
33,entrepreneur,married,secondary,no,yes,no,cellular,6,failure,yes
36,technician,divorced,secondary,no,yes,no,cellular,4,other,no
37,blue-collar,married,primary,no,yes,no,cellular,1,failure,yes
29,self-employed,married,tertiary,no,no,yes,cellular,1,other,yes
56,technician,married,secondary,no,no,yes,cellular,1,success,yes
71,retired,married,secondary,no,no,no,cellular,3,other,no
31,blue-collar,single,primary,no,yes,no,cellular,3,failure,yes
58,retired,married,tertiary,no,no,no,cellular,2,failure,yes
45,self-employed,married,tertiary,no,yes,yes,cellular,1,failure,no
35,management,single,tertiary,no,no,no,cellular,1,failure,no
32,blue-collar,married,secondary,no,yes,no,cellular,2,other,no
31,management,single,tertiary,no,no,no,cellular,1,failure,no
31,management,single,tertiary,no,yes,yes,cellular,1,failure,no
59,admin.,married,secondary,no,no,no,cellular,3,success,no
78,retired,divorced,secondary,no,no,no,cellular,1,success,yes
33,management,divorced,tertiary,no,no,no,cellular,2,success,yes
57,blue-collar,married,secondary,no,no,yes,telephone,2,failure,yes
58,technician,married,secondary,no,no,no,cellular,1,other,yes
49,blue-collar,married,primary,no,yes,no,telephone,6,failure,no
23,technician,single,secondary,no,yes,no,cellular,1,success,yes
32,management,married,tertiary,no,no,no,cellular,1,failure,yes
39,blue-collar,married,primary,no,yes,no,cellular,1,failure,no
56,management,married,tertiary,no,no,no,cellular,2,success,no
67,management,married,tertiary,no,no,no,cellular,2,success,no
50,management,married,tertiary,no,no,no,cellular,1,success,no
35,technician,single,secondary,no,yes,no,cellular,2,failure,yes
30,technician,single,secondary,no,no,no,cellular,1,other,yes
83,retired,married,tertiary,no,no,no,cellular,1,failure,no
30,management,single,tertiary,no,yes,no,cellular,1,success,yes
46,technician,married,secondary,no,yes,yes,telephone,4,other,no
47,admin.,married,secondary,no,no,no,cellular,1,success,yes
34,management,married,tertiary,no,no,no,cellular,2,failure,no
44,blue-collar,married,secondary,no,yes,no,cellular,5,other,yes
31,blue-collar,married,primary,no,yes,no,cellular,1,failure,no
44,unemployed,married,secondary,no,yes,no,cellular,1,failure,yes
43,management,divorced,tertiary,no,no,no,cellular,1,failure,no
33,blue-collar,married,secondary,no,yes,no,cellular,7,failure,no
35,management,married,tertiary,no,yes,no,cellular,2,success,yes
33,services,married,secondary,no,no,no,cellular,1,failure,yes
32,admin.,single,secondary,no,yes,no,cellular,2,failure,yes
29,management,single,tertiary,no,no,no,cellular,2,other,no
39,technician,married,secondary,no,yes,no,cellular,1,failure,yes
30,entrepreneur,married,secondary,yes,yes,no,cellular,1,failure,no
44,admin.,single,secondary,no,no,no,cellular,1,success,yes
35,blue-collar,married,secondary,no,yes,yes,cellular,1,failure,no
42,management,married,tertiary,no,no,no,cellular,7,success,yes
47,admin.,married,secondary,no,no,no,cellular,1,success,yes
45,management,married,tertiary,no,yes,yes,telephone,2,success,yes
59,technician,married,secondary,no,no,no,cellular,1,success,no
26,technician,single,tertiary,no,yes,yes,cellular,3,failure,no
61,management,married,secondary,no,no,no,cellular,3,success,no
25,services,single,secondary,no,yes,no,cellular,2,failure,yes
34,technician,married,secondary,no,yes,no,cellular,1,failure,yes
43,technician,divorced,secondary,no,no,no,cellular,2,other,yes
31,management,single,tertiary,no,no,no,cellular,1,failure,no
45,unemployed,married,secondary,no,yes,no,cellular,3,failure,no
31,technician,single,tertiary,no,no,no,cellular,1,success,yes
50,blue-collar,married,primary,no,yes,no,telephone,2,failure,no
39,blue-collar,single,secondary,no,yes,no,telephone,7,failure,no
53,self-employed,married,secondary,no,no,yes,cellular,1,failure,no
36,admin.,single,tertiary,no,no,no,cellular,1,other,no
44,technician,single,tertiary,no,no,no,cellular,1,failure,yes
38,services,married,secondary,no,no,no,cellular,1,failure,yes
41,admin.,married,secondary,no,yes,no,cellular,1,failure,no
36,management,married,tertiary,no,no,no,cellular,2,other,yes
32,management,single,tertiary,no,yes,no,cellular,1,failure,yes
39,management,married,secondary,no,no,no,telephone,1,failure,no
31,blue-collar,single,secondary,no,no,no,cellular,1,other,yes
61,housemaid,married,primary,no,no,no,cellular,2,failure,yes
44,housemaid,married,primary,no,yes,yes,telephone,2,failure,yes
51,blue-collar,married,secondary,no,yes,yes,telephone,2,failure,no
24,technician,single,secondary,no,no,no,cellular,1,success,no
48,blue-collar,married,secondary,no,yes,yes,cellular,1,failure,no
56,services,married,secondary,no,no,no,cellular,2,failure,yes
25,management,single,tertiary,no,no,no,cellular,1,success,yes
31,entrepreneur,single,tertiary,no,yes,no,cellular,1,other,no
38,technician,married,secondary,no,no,no,cellular,1,other,no
48,services,married,secondary,no,yes,yes,cellular,1,failure,no
59,unemployed,married,secondary,no,no,no,cellular,1,success,no
34,blue-collar,single,secondary,no,yes,no,cellular,3,other,yes
37,management,married,tertiary,no,no,no,cellular,4,failure,yes
51,retired,divorced,secondary,no,no,no,cellular,1,other,yes
67,retired,married,primary,no,no,no,cellular,2,failure,yes
51,management,married,tertiary,no,yes,no,cellular,1,other,no
51,services,single,secondary,no,yes,no,cellular,1,failure,no
37,technician,married,secondary,no,yes,yes,cellular,3,failure,no
33,technician,married,secondary,no,yes,no,cellular,1,success,yes
58,services,married,secondary,no,yes,no,cellular,1,failure,yes
25,blue-collar,single,secondary,no,yes,no,cellular,2,success,yes
32,services,married,secondary,no,yes,no,telephone,1,failure,no
33,technician,single,tertiary,no,yes,no,cellular,2,other,no
31,blue-collar,married,secondary,no,yes,no,cellular,1,failure,no
40,management,married,tertiary,no,yes,yes,cellular,4,failure,yes
45,admin.,married,secondary,no,no,no,cellular,1,other,yes
36,blue-collar,married,secondary,no,yes,no,cellular,1,failure,yes
29,student,single,secondary,no,no,no,cellular,3,success,no
36,admin.,single,tertiary,no,no,yes,cellular,1,failure,yes
50,blue-collar,married,secondary,no,yes,no,cellular,5,failure,no
45,services,married,secondary,no,yes,no,cellular,1,failure,no
37,management,married,tertiary,no,no,no,cellular,1,success,yes
37,unemployed,single,tertiary,no,yes,no,cellular,1,failure,no
36,blue-collar,married,secondary,no,yes,no,cellular,2,failure,no
31,admin.,single,secondary,no,no,yes,cellular,1,other,yes
31,services,single,secondary,no,no,no,cellular,1,failure,yes
28,management,single,tertiary,no,no,no,cellular,1,success,yes
29,blue-collar,single,secondary,no,yes,no,cellular,5,failure,no
29,technician,single,secondary,no,no,no,cellular,1,success,yes
33,services,divorced,secondary,no,yes,no,cellular,1,failure,yes
37,self-employed,single,primary,no,yes,no,cellular,4,failure,no
44,technician,single,secondary,no,no,no,cellular,1,success,no
36,admin.,married,secondary,no,yes,no,cellular,3,failure,no
50,admin.,married,primary,no,yes,no,cellular,2,failure,no
29,student,single,secondary,no,yes,no,cellular,2,success,no
35,blue-collar,married,primary,no,yes,no,cellular,2,other,yes
41,technician,single,tertiary,no,no,no,cellular,1,success,yes
40,unemployed,married,secondary,no,yes,no,cellular,1,failure,no
27,blue-collar,single,secondary,yes,yes,yes,cellular,2,other,yes
36,management,single,tertiary,no,yes,no,cellular,1,failure,yes
55,admin.,divorced,secondary,no,yes,no,cellular,4,failure,no
46,blue-collar,married,secondary,no,yes,yes,cellular,2,failure,no
33,admin.,single,secondary,no,no,no,cellular,2,other,no
58,retired,married,primary,no,yes,no,cellular,3,failure,no
36,technician,divorced,secondary,no,yes,yes,cellular,4,failure,no
43,self-employed,married,secondary,no,yes,no,cellular,3,failure,no
35,management,married,tertiary,no,yes,no,cellular,3,failure,yes
27,student,single,tertiary,no,no,no,cellular,1,other,yes
52,services,married,secondary,no,yes,no,cellular,1,success,yes
32,management,single,tertiary,no,yes,no,cellular,2,other,no
33,blue-collar,single,tertiary,no,no,no,cellular,1,success,yes
28,services,single,secondary,no,no,no,telephone,2,other,yes
53,management,married,tertiary,no,yes,no,cellular,2,failure,no
44,management,married,tertiary,no,no,no,telephone,1,success,yes
47,technician,divorced,tertiary,no,yes,no,telephone,1,failure,no
36,admin.,divorced,secondary,no,yes,no,cellular,2,success,yes
30,management,single,tertiary,no,no,no,cellular,1,success,yes
34,technician,married,secondary,no,yes,no,cellular,2,failure,no
32,technician,single,tertiary,no,yes,yes,cellular,2,other,no
36,technician,single,secondary,no,no,no,cellular,9,other,no
64,retired,divorced,secondary,no,no,no,cellular,1,failure,yes
39,blue-collar,divorced,primary,no,yes,no,cellular,1,other,yes
25,self-employed,single,tertiary,no,yes,no,cellular,1,success,no
59,admin.,married,secondary,no,no,no,cellular,4,failure,yes
40,entrepreneur,married,tertiary,no,yes,no,cellular,1,failure,yes
46,management,single,secondary,no,no,no,cellular,1,failure,no
49,technician,married,secondary,no,no,no,cellular,7,failure,no
30,management,single,tertiary,no,no,no,cellular,2,success,yes
45,blue-collar,married,secondary,no,yes,no,cellular,3,failure,yes
66,retired,married,primary,no,no,no,cellular,1,success,no
35,blue-collar,married,secondary,no,no,yes,cellular,1,failure,no
60,management,married,tertiary,no,no,no,cellular,1,success,yes
73,retired,married,primary,no,no,no,telephone,2,success,yes
38,management,married,tertiary,no,yes,no,cellular,1,success,yes
29,technician,single,tertiary,no,yes,no,cellular,1,failure,yes
41,blue-collar,married,secondary,no,no,no,cellular,1,success,no
22,management,single,tertiary,no,no,yes,cellular,1,success,yes
50,technician,married,secondary,no,yes,no,cellular,4,failure,no
51,technician,married,tertiary,no,no,no,cellular,2,success,yes
44,admin.,married,secondary,no,yes,yes,cellular,1,failure,no
51,management,single,tertiary,no,yes,no,cellular,1,success,yes
30,management,single,tertiary,no,no,no,cellular,3,success,yes
39,services,single,secondary,no,no,no,cellular,1,success,yes
30,services,divorced,secondary,no,yes,no,cellular,1,success,no
27,admin.,single,secondary,no,no,no,cellular,1,success,no
40,technician,single,tertiary,no,yes,no,cellular,1,failure,no
42,entrepreneur,married,tertiary,no,yes,no,cellular,1,failure,no
35,management,single,tertiary,no,no,no,cellular,1,success,yes
36,management,single,tertiary,no,no,no,cellular,1,success,no
36,technician,single,secondary,no,no,no,cellular,1,success,yes
74,retired,married,secondary,no,no,no,cellular,1,failure,yes
